
=== Section 0x000: Main Code (1290 symbols) ===
  80000450  amSetMuteMode
  800724DC  rzipUncompressSize
  8007250C  rzipUncompressSizeROM
  80072548  rzipUncompress
  800725A4  huft_build
  80072BF0  inflate_block
  80072CF4  inflate_dynamic
  8007310C  inflate_fixed
  80073264  inflate_stored
  80073370  inflate_codes
  80073670  subtitlesInit
  80073758  subtitlesFree
  800737AC  subtitlesEnable
  80073BDC  subtitlesTick
  80073D14  subtitleStart
  80073E70  __osLeoInterrupt
  80073E80  gen_anim_data
  80074E50  conv_mult_matrix
  80075020  __osExceptionPreamble
  80075030  __osException
  800755B0  send_mesg
  80075664  handle_CpU
  80075698  __osEnqueueAndYield
  800757B0  __osEnqueueThread
  800757F8  __osPopThread
  80075808  __osDispatchThread
  800759C4  __osCleanupThread
  800759D0  osCreateThread
  80075AC0  guPerspectiveF
  80075C40  refractOutputAssembler
  8007637C  animseqInitPath
  800766A8  animseqResetPath
  800767EC  animseqStartPath
  8007688C  animseqStopPath
  80076928  animseqHoldPath
  800769DC  animseqLockPath
  80076A1C  animseqUnLockPath
  80076A5C  animseqSndPlay
  80076ADC  animseqSndStop
  80076D6C  animseqLinkNodes
  80076EA0  animseqInit
  80077060  animseqFreeLevelData
  800770A4  animseqLoadLevelData
  80077158  animseqFreeGroup
  800772C4  animseqSetupGroup
  800773AC  animseqInitGroup
  800773EC  animseqResetGroup
  80077614  animseqUpdate
  80077ABC  animseqProcessCommandList
  80079890  animseqCamera
  80079930  animseqGetPathNumbers
  80079AA4  animseqWhichPathHasObject
  80079B6C  animseqGetFirstFreeIndex
  80079BA8  animseqPlay
  80079BB8  animseqPause
  80079BD0  hitInit
  80079C20  hitReset
  80079CC4  hitFree
  80079D1C  hitInitObjectHit
  8007A534  hitUpdate
  8007B99C  hitsCheckLineOfSight
  8007BB00  hitVectorHitCheck
  8007BCD0  hitPlayerAimCheck
  8007C2E8  hitVectorCheck
  8007E150  hitPlayer
  8007E328  hitPlayerKilledPlayer
  8007E484  hitGetHitModels
  8007E4A0  hitModelInit
  8007E504  hitModelsTick
  8007E9E0  hitTransformBox
  8007EB6C  hitMakePolylist
  8007F280  hitPolyPlaneTest
  8007FC0C  hitPolyEdgeTest
  800805F4  hitPolyEdgeBuffer
  800809F4  hitNearestIntersection
  80081658  hitGetLedgeCrossed
  80081CB8  hitGetAdjacentLedge
  80082118  hitCrateCheck
  800822D8  hitSquashCheck
  80082D80  hitGetHeights
  800835E0  hitGetModCompareMask
  80083914  hitGetInelasticVelocity
  80083A90  fmvInit
  80083AF0  osFlashReInit
  80083B40  osFlashInit
  80083C30  osFlashReadStatus
  80083CC0  osFlashReadId
  80083D94  osFlashClearStatus
  80083DE0  osFlashAllErase
  80083EB0  osFlashSectorErase
  80083F88  osFlashWriteBuffer
  8008400C  osFlashWriteArray
  800840E0  osFlashReadArray
  800841A0  osBootRamTest1_6105
  800841CC  osBootRamTest2_6105
  80084200  gsSndpNew
  80085A1C  getSoundStateCounts
  80085E94  gsSndpSetPriority
  80085EBC  gsSndpGetState
  80085EEC  ad_sndp_play
  800861D4  gsSndpStop
  80086310  gsSndpStopAll
  80086338  gsSndpStopAllRetrigger
  80086360  gsSndpStopAllLooped
  80086388  gsSndpSetParam
  80086404  gsSndpGetMasterVolume
  80086430  gsSndpSetMasterVolume
  80086510  gsSndpSetGlobalVolume
  80086538  gsSndpGetGlobalVolume
  80086554  gsSndpLimitVoices
  800865A0  n_alCSPSetVol
  800865F0  n_alCSPGetTempo
  80086640  n_alCSPNew
  800897B0  __n_CSPPostNextSeqEvent
  80089844  n_alCSPVoiceLimit
  80089860  n_alCSPSetChlVol
  800898D0  n_alCSPSetTempo
  80089960  n_alCSPSetChlPan
  800899D0  n_alCSPGetState
  800899F0  n_alCSeqNew
  80089B70  n_alCSeqNextEvent
  8008A120  n_alCSeqGetTicks
  8008A3C0  n_alCSPSetSeq
  8008A410  n_alCSPPlay
  8008A450  n_alCSPStop
  8008A490  n_alCSPSetMessageQ
  8008A4A4  n_alCSPSetMessage
  8008A50C  n_alCSPSetChanMessage
  8008A540  n_alInit
  8008A5AC  n_alClose
  8008A600  alHeapInit
  8008A624  alHeapDBAlloc
  8008A6B0  alLink
  8008A6E4  alUnlink
  8008A730  n_alSynNew
  8008AD10  n_alAudioFrame
  8008AF34  __n_allocParam
  8008AFD4  _n_freeParam
  8008B014  _n_collectPVoices
  8008B080  _n_freePVoice
  8008B124  _n_timeToSamples
  8008B200  alCents2Ratio
  8008B2A0  alSurround_OutputType
  8008B374  alSurround_ReverbSetup
  8008B4B0  n_alEvtqNew
  8008B55C  n_alEvtqNextEvent
  8008B610  n_alEvtqPostEvent
  8008B7EC  n_alEvtqPostExternEvent
  8008BA30  n_alEvtqFlushType
  8008BB10  n_alSynAddPlayer
  8008BB80  n_alSynAddSndPlayer
  8008BBF0  n_alSynAddSeqPlayer
  8008BC60  n_alSynAllocVoice
  8008BF70  n_alSynSetVol
  8008C040  n_alSynStartVoiceParams
  8008C170  n_alSynSetPan
  8008C220  n_alSynSetPitch
  8008C2D0  n_alSynSetFXMix
  8008C380  n_alSynStopVoice
  8008C420  n_alSynFreeVoice
  8008C500  n_alCSPAllChanOn
  8008C598  n_alCSPChanOff
  8008C5E0  n_alCSPChanOn
  8008C648  n_alCSPChanFade
  8008C698  n_alCSPChanSurround
  8008C6E8  n_alCSPChanFadeForce
  8008C740  __n_unmapVoice
  8008C800  __n_seqpReleaseVoice
  8008C974  __n_voiceNeedsNoteKill
  8008CA94  __n_mapVoice
  8008CB58  __n_lookupVoice
  8008CBE8  __n_lookupSoundQuick
  8008CD60  __n_vsVol
  8008CE88  __n_vsMix
  8008CF90  __n_vsDelta
  8008CFD4  __n_vsPan
  8008D060  __n_initFromBank
  8008D148  __n_initChanState
  8008D1D4  __n_resetPerfChanState
  8008D424  __n_setInstChanState
  8008D760  __n_seqpStopOsc
  8008D8A0  n_alSynSetLpf_freq
  8008D950  n_alSynSetLpf_gain
  8008DB64  n_alFxInitlpfilter
  8008DCB4  alSemitones2Ratio
  8008DD48  n_alFxInitlpfilter_mono
  8008DF34  n_alFxNew
  8008E4F8  alN_PVoiceNew
  8008E710  n_alSynGetFXRef
  8008E788  n_alSynGetOutputLPRef
  8008E800  n_alSynSetFXParam
  8008E844  n_alSynSetOutputLPParam
  8008E900  n_alSynSetDistort
  8008E9B0  __alCSeqNextDelta
  8008EA90  n_alSynDelete
  8008EAB0  n_alSynAllocFX
  8008EB40  n_alFxPull
  8008F380  n_alFxParamHdl
  8008F8A0  _n_loadOutputBuffer
  8008FBB8  _n_loadBuffer
  8008FDB0  _n_saveBuffer
  8008FF8C  _n_filterBuffer
  8009008C  _doModFunc
  80090150  n_alSavePull
  800901F0  n_alEnvmixerPull
  80090B14  n_alEnvmixerParam
  800911E0  n_alCSPSendMidi
  80091260  n_alSynSetPriority
  80091280  atan2f
  80091480  n_alAuxBusPull
  80091970  n_alMainBusPull
  80091CE0  n_alAdpcmPull
  8009238C  n_alLoadParam
  80092830  n_alLPFilterPull
  80092B28  n_alLPFilterParam
  80092C50  acosf
  80092D30  n_alResamplePull
  80092F74  n_alResampleParam
  80092FD0  tableval
  800930D0  acoss
  80093148  asins
  800931E0  osPfsIsPlug
  8009336C  __osPfsRequestData
  8009342C  __osPfsGetInitData
  800934E0  osMotorStop
  80093500  osMotorStart
  80093520  __osMotorAccess
  80093790  osMotorInit
  800938F0  osPfsFreeBlocks
  80093A90  osPfsInit
  80093B30  osPfsChecker
  8009406C  corrupted_init
  80094344  corrupted
  800944E0  osPfsReFormat
  80094820  osPfsNumFiles
  80094950  osPfsFileState
  80094B30  osPfsFindFile
  80094DD8  osPfsReadWriteFile
  80095160  osPfsAllocateFile
  80095494  __osPfsDeclearPage
  800955E0  __osPfsSelectBank
  80095660  __osContRamRead
  80095890  __osSumcalc
  80095908  __osIdCheckSum
  80095A08  __osRepairPackId
  80095D58  __osCheckPackId
  80095EC0  __osGetId
  80096070  __osCheckId
  80096148  __osPfsRWInode
  80096430  __osPfsGetStatus
  80096500  __osPfsRequestOneChannel
  800965D0  __osPfsGetOneChannelData
  80096670  __osContRamWrite
  800968C0  osGetCount
  80096910  osRecvMesg
  80096A50  osAiSetFrequency
  80096BB0  osCreateMesgQueue
  80096BE0  osStartThread
  80096D30  osStopThread
  80096DF0  osAiSetNextBuffer
  80096EA0  osVirtualToPhysical
  80096F20  osSendMesg
  80097070  osAiGetLength
  80097080  osPiStartDma
  80097140  sqrtf
  80097150  sinf
  80097150  __sinf
  80097150  fsin
  80097310  __d_to_ll
  8009732C  __f_to_ll
  80097348  __d_to_ull
  800973E8  __f_to_ull
  80097484  __ll_to_d
  8009749C  __ll_to_f
  800974B4  __ull_to_d
  800974E8  __ull_to_f
  80097520  osInitialize
  80097800  osSetThreadPri
  800978E0  osSetEventMesg
  80097950  osContInit
  80097B48  __osContGetInitData
  80097C18  __osPackRequestData
  80097D10  osContStartReadData
  80097DD4  osContGetReadData
  80097F70  osSetTime
  80097FA0  osGetTime
  80098030  __osSpSetStatus
  80098040  osDpSetStatus
  80098050  osWritebackDCache
  800980D0  osInvalICache
  80098150  osCartRomInit
  800982B0  osInvalDCache
  80098360  bzero
  80098360  _bzero
  80098360  blkclr
  80098360  _blkclr
  80098400  osPfsDeleteFile
  800986E0  __osPfsReleasePages
  80098918  __osBlockSum
  80098A10  osWritebackDCacheAll
  80098A40  osCreateViManager
  80098D50  osViSetMode
  80098DC0  osViBlack
  80098E30  osViSetEvent
  80098EA0  osSetIntMask
  8009905C  osSpTaskLoad
  800991BC  osSpTaskStartGo
  80099200  osSpTaskYielded
  80099280  osViGetCurrentFramebuffer
  800992C0  osViGetNextFramebuffer
  80099300  osDpSetNextBuffer
  800993B0  osSpTaskYield
  800993D0  osViSetSpecialFeatures
  80099590  osViSwapBuffer
  800995E0  __ull_rshift
  8009960C  __ull_rem
  80099648  __ull_div
  80099684  __ll_lshift
  800996B0  __ll_rem
  800996EC  __ll_div
  80099748  __ll_mul
  80099778  __ull_divremi
  800997D8  __ll_mod
  80099874  __ll_rshift
  800998A0  memcpy
  800998CC  strlen
  800998F4  strchr
  80099940  __osGetActiveQueue
  80099950  bcopy
  80099950  _bcopy
  80099C60  __osPiCreateAccessQueue
  80099CB0  __osPiGetAccess
  80099CF4  __osPiRelAccess
  80099D20  osGetThreadPri
  80099D40  __osDisableInt
  80099D60  __osRestoreInt
  80099D80  __osPiRawStartDma
  80099E50  __osEPiRawStartDma
  8009A030  __osDevMgrMain
  8009A440  __osDequeueThread
  8009A480  osDestroyThread
  8009A580  osEPiLinkHandle
  8009A5D0  osEPiWriteIo
  8009A620  osEPiReadIo
  8009A670  osEPiStartDma
  8009A724  osSyncPrintf
  8009A770  __osSiCreateAccessQueue
  8009A7C0  __osSiGetAccess
  8009A804  __osSiRelAccess
  8009A830  __osSiRawStartDma
  8009A8E0  __osContAddressCrc
  8009A990  __osContDataCrc
  8009AA60  bcmp
  8009AA60  _bcmp
  8009AB80  __osViInit
  8009ACD0  __osAiDeviceBusy
  8009AD00  __osProbeTLB
  8009ADC0  osJamMesg
  8009AF10  osPiGetCmdQueue
  8009AF40  __osSetSR
  8009AF50  __osGetSR
  8009AF60  __osSetFpcCsr
  8009AF70  __osSiRawReadIo
  8009AFC0  __osSiRawWriteIo
  8009B010  osUnmapTLBAll
  8009B060  osMapTLBRdb
  8009B0C0  __osGetCause
  8009B0D0  osSetTimer
  8009B1B0  __osTimerServicesInit
  8009B23C  __osTimerInterrupt
  8009B3B4  __osSetTimerIntr
  8009B428  __osInsertTimer
  8009B5B0  __osViGetCurrentContext
  8009B5C0  __osViSwapContext
  8009B920  __osSpSetPc
  8009B960  __osSpRawStartDma
  8009B9F0  __osSpDeviceBusy
  8009BA20  __osSpGetStatus
  8009BA30  __osDpDeviceBusy
  8009BA60  __osResetGlobalIntMask
  8009BAC0  __osEPiRawWriteIo
  8009BC20  __osEPiRawReadIo
  8009BD80  __osSetGlobalIntMask
  8009BDD0  osYieldThread
  8009C490  _Printf
  8009CAE0  __osSiDeviceBusy
  8009CB10  __osSetCompare
  8009CB20  _Litob
  8009D330  _Ldtob
  8009D880  lldiv
  8009D980  ldiv

=== Section 0xFFD: Data (FFD) (110 symbols) ===
  800A0660  tuneSeqPlayer
  800A0664  ambientSeqPlayer
  800A0838  NullTextureOffsets
  800A0CB0  weaponPowerUpObjects
  800A0CE0  beamScrollFlag
  800A0D60  track
  800A0D64  level
  800A0D68  watereffecttexture
  800A0D6C  watereffectframe
  800A0D84  numexceptions
  800A0D88  exceptionList
  800A0D8C  numtexturescrolls
  800A1490  weaponTable
  800A18B0  controlModeKeys
  800A197C  quickWeaponKey
  800A3204  robotTime
  800A3208  robotMission
  800A320C  robotBorder
  800A3210  robotButton
  800A321C  gameInWindow
  800A32A8  load_save_flags
  800A32B0  joyfail
  800A32B8  arcadeScreen
  800A32CC  dayfactor
  800A3324  securitybuffer
  800A3334  refractThisObject
  800A3338  blurOn
  800A35E8  cloneTaskActive
  800A360C  refractTaskActive
  800A3630  blurTaskActive
  800A38E0  BaddyDataArray
  800A4E78  blinkMode
  800A4FB4  racingInGame
  800A4FB8  racingReturnLevel
  800A4FBC  racingReturnSetup
  800A4FC0  racingCharacter
  800A4FC4  multiPlayerGame
  800A4FC8  cooperativeGame
  800A4FCC  numberOfCameras
  800A4FD0  numberOfPlayers
  800A4FD4  numberOfAI
  800A4FD8  multiGameType
  800A4FDC  multiGameTime
  800A4FE0  multiGameLife
  800A4FE4  multiGameTarget
  800A4FE8  multiLevelChoice
  800A4FEC  multiFinished
  800A4FF0  multiObjectList
  800A4FF4  deathMatchType
  800A4FF8  deathMatchTime
  800A4FFC  deathMatchLife
  800A5000  deathMatchKills
  800A5004  deathMatchLevel
  800A5008  deathMatchObjectList
  800A500C  clayPigeonLevel
  800A5010  clayPigeonAmmoChoice
  800A5018  clayPigeonAmmo
  800A501C  clayPigeonGrenades
  800A5020  clayPigeonCursor
  800A5024  raceGameType
  800A5028  raceGameTime
  800A502C  raceGameLaps
  800A5030  raceGameLevel
  800A5034  raceGamePickups
  800A5038  raceGameStartBoost
  800A503C  raceGameSingleScreen
  800A5040  raceGameIDNumber
  800A5044  raceGameStoredType
  800A5048  raceGameStoredLaps
  800A504C  raceGameStoredPickups
  800A5050  raceGameStoredStartBoost
  800A5054  currentGameTime
  800A5058  okayed
  800A505C  disable
  800A5060  startscreenOption
  800A5064  radarMode
  800A5068  allLevelCheat
  800A506C  gameType
  800A5070  invulnerabilityCheat
  800A5078  allweaponsCheat
  800A5080  rainbowblood
  800A5084  deformedchars
  800A5088  antsasmrpants
  800A51B4  frR
  800A51BC  frB
  800A51C8  front_text
  800A51CC  objtrans
  800A5D74  partgraphics
  800A5D78  partlistsize
  800A5D7C  maxlines
  800A5D80  maxpointstreams
  800A5D84  lines
  800A5D88  pointstreams
  800A5D8C  partvertices
  800A5D94  noparttypes
  800A5D98  PartTypes
  800A5D9C  PartTab
  800A5DA0  notrigtypes
  800A5DA4  PartTrigs
  800A5DA8  PartTrigTab
  800A5DAC  trigdatbuffers
  800A5DB0  maxchildtriggerparticles
  800A5F48  pointpolys
  800A5F80  pointvtxinit
  800A5F9C  trivlut
  800A5FA8  tripartpolys
  800A6128  rectvlut
  800A6138  rectpartpolys
  800A74D4  playing
  800A74E0  numanimlockons

=== Section 0xFFF: BSS (172 symbols) ===
  800B9B50  audioHeap
  800E94E0  hp
  800E94F0  seqFile
  800E94FC  seqLen
  800E9500  seqBankPtr
  800E9504  sfxBankPtr
  800E9508  sfxIndex
  800E950C  seqIndex
  800E9510  maxSound
  800E9514  maxSequence
  800E9518  sfxIndexSize
  800E951C  seqIndexSize
  800E9578  tuneCSeqs
  800E9670  tuneCSeqp
  800E9778  animCtrlMesgBuf
  800E9780  animCtrlQueue
  800F2C64  objTempBuf
  800F2C68  objTempBufSize
  800F2C74  RomTab
  800F2C78  MaxTypes
  800F2C7C  Ftables
  800F2C80  Findex
  800F2C84  Fmax
  800F2C88  obj_olddt
  800F2C98  objdeflist
  800F2C9C  objdefno
  800F2CA4  ObjList
  800F2CB0  objregion
  800F2CB4  NoAddObjList
  800F2CF8  objindex
  800F2CFC  objindex_max
  800F2D04  deletelist
  800F2D0C  playerlist
  800F2D18  animplayerlist
  800F2D58  swpolygons
  800F2F9C  nohitsflag
  800F2FA0  globflags
  800F2FA4  skyframe
  800F2FA8  skyflags
  800F2FB0  generalBuffer
  800F31C8  TrackMem
  800F31DC  trackwaveanim
  800F31E0  trackVisibleBlocks
  800F33B0  trackEdges
  800F33B8  PLlist
  800F33BC  PLgrps
  800F33C0  PLpolys
  800F33C4  PLno
  800F6B00  explosionTypeData
  800F6B04  explosionTypes
  800F6B08  explosionNoTypes
  800F6DA0  controlKeys
  800F6DA4  controlDkeys
  800F6DAC  controlXjoy
  800F6DB0  controlYjoy
  800F6DBC  disablejoy
  800F6DC0  controlcam
  800F6DC4  controlchr_gravity
  800FB108  connected
  800FB10C  numberOfJoypads
  800FB400  gfxBase
  800FB408  gfx
  800FB410  mtxBase
  800FB418  mtx
  800FB420  vtxBase
  800FB428  vtx
  800FB430  polBase
  800FB438  pol
  800FB440  sc
  800FD748  Time
  800FD790  robotCollected
  800FD791  robotDestroyed
  800FD792  robotFlags
  800FD7A8  arithmeticSums
  800FD7B8  tribaltable
  800FD7C0  frame
  800FD7CC  currentalloc
  800FD7D4  gameplay
  800FD7DC  MAX_gfx
  800FD7E0  MAX_mtx
  800FD7E4  MAX_pol
  800FD7E8  MAX_vtx
  800FD7F0  resetClient
  800FD7FC  resetMsgBuffer
  800FD800  resetMsgQueue
  800FD818  resetPressed
  800FD820  refractBuffers
  800FD828  refractCurrentBuffer
  800FD82C  refractDelay
  800FD830  refractWhichBuffer
  800FDD90  FreeRAM
  800FE8A8  cloneDoneMsgQueue
  800FE8E0  refractDoneMsgQueue
  800FE9A4  DisactivatedSquaddies
  800FE9B0  SquadsModuleFlags
  800FE9EE  squadsBehaviour
  800FE9F4  SquaddieGrowlTimer
  800FE9F8  iDeltaTime
  800FE9FC  PlayersDisguise
  800FEA00  GlobalStartOfRomdefList
  800FEA04  GlobalSizeOfRomdefList
  800FEA18  PathLists
  800FEA58  AnimPathNumbers
  800FEA98  MaxPatrolNodes
  800FEA9C  PatrolNodes
  800FECB0  currentScreen
  800FECB4  extraScreen
  800FECB8  otherScreen
  800FECBC  otherZbuf
  800FECC0  viFramesPerSecond
  800FECCC  runInOneFrame
  800FECD0  viNoZbufferRealloc
  800FED50  multiPlayer
  800FEFD0  multiCharacterType
  800FEFD8  multiCharacter
  800FF1B0  playStatus
  800FF1B4  playChoice
  800FF1B8  gameoverFade
  800FF1C0  orderedPlayers
  800FF1D0  msgQueues
  800FF310  hideinstruments
  800FF311  charselquitmode
  800FF318  globalflags
  800FF398  frontgfx
  800FF39C  frontmtx
  800FF3A0  frontvtx
  800FF3A4  frontpol
  800FF3B8  frontJoyHeld
  800FF3C8  frontJoyPressed
  800FF3D8  frontJoyDx
  800FF3DC  frontJoyDy
  800FF3E0  frontJoyDxRepeat
  800FF3F8  frontendptrs
  800FF780  currentobjects
  801008E0  partlists
  80102550  cpuTraceTrackBufStatus
  80102D60  CpuTexSpaceA
  80102D78  CpuTexSpaceB
  80103BA0  fontInUse
  80103BA4  Font
  80103BA8  String
  80103FA8  Window
  801040E8  dxTable
  801040F8  cache
  801040FC  cacheLine
  80104100  combineBuffer
  80104104  convertBuffer
  80104108  printBuffer
  8010410C  squash
  8010410D  buttonMode
  801045B0  animpath
  801045B8  animcamera
  80104608  animscroll
  801046A8  animlockon
  801046E8  fadeR
  801046EA  fadeG
  801046EC  fadeB
  801046EE  fadeA
  801046F0  fadeFromA
  801046F2  fadeToA
  801046F4  fadeCount
  801046F6  fadeTime
  801046F8  animTemp
  801046FC  trackFadeCount
  801046FE  trackFadeTime
  80104700  trackFadeStart
  80104702  trackFadeEnd
  80104704  trackFade
  80104708  animlight
  80104E50  Table
  80104E58  Player
  80105340  __osContLastCmd

=== Section 0x001: Module 1 (6 symbols) ===
  +0x00120  dropletFreeLib
  +0x00188  dropletAdd
  +0x002A0  dropletUpdate
  +0x00600  dropletUpdateAll
  +0x00978  dropletDrawAll
  +0x00C0C  _AutoExit00001

=== Section 0x002: Module 2 (7 symbols) ===
  +0x00000  refractInit
  +0x00148  refractFreeAll
  +0x0017C  _AutoExit00002
  +0x0019C  CreateRefractTask
  +0x00788  refractTick
  +0x00824  refractOutput
  +0x03FE8  Skips

=== Section 0x003: Module 3 (68 symbols) ===
  +0x00000  RecceNodeMover
  +0x033B0  squadsSetupFirstNodes
  +0x03470  squadsPlaceOnAnimObject
  +0x03E20  GetRange2D
  +0x03E68  GetRangeSquared2D
  +0x03E90  DoLinesIntersect
  +0x04260  TryToSetMission
  +0x04398  ClearMissionFields
  +0x04428  GetAnimData
  +0x04D08  TryToSetAnim
  +0x04EC4  TryToSetAnimByIndex
  +0x04F88  TryToUpdateAnim
  +0x0512C  UpdateOrSetAnim
  +0x053C4  squadsGetClosestPlayer
  +0x05450  squadsPrepareToProcessSquaddie
  +0x0569C  GetRegion
  +0x056D4  GetRegionIndex
  +0x056F4  WhichRegionIsPointIn
  +0x057CC  IsPointInSibling
  +0x058A4  SquaddieLightAndAnimate
  +0x0609C  squadsGetChildPolyPosition
  +0x06754  squadsGetLoudestEvent
  +0x06D28  squadsGetFormationPosition
  +0x079D8  GetSmoothAcceleration
  +0x07BAC  GetLockObject
  +0x07C18  GetThrowElevation
  +0x07E88  squadsFireWeapon
  +0x098A0  TidyLinkedList
  +0x09A14  RemoveSquaddie
  +0x09FF0  squadsKillSquaddie
  +0x0A110  AIPointControl
  +0x0C038  SquaddiePassesAway
  +0x0C0A0  SquaddieBodyPartHit
  +0x0C324  CheckLineOfSight
  +0x0CAA4  DoesSquaddieWantToFire
  +0x0CD34  BTSBStandardFire
  +0x0CFA8  SetSquaddieOnFire
  +0x0D134  squadsElectrocuteSquaddie
  +0x0D2C0  GetBaddyData
  +0x0DF84  SquaddieInitFromRomdef
  +0x0EB40  SquaddieGetTiltList
  +0x100E0  squadsDecapitateSquaddie
  +0x10548  squadsPlayerShootsSquaddie
  +0x10600  SquaddieControl
  +0x13D94  SquaddieAnimEventHandler
  +0x1477C  SquaddieInit
  +0x147B8  squadsAddToActiveSquaddies
  +0x14D4C  SquadronControl
  +0x15BE8  GetAttachObject
  +0x15E34  BindRegionsToObjects
  +0x15ED8  squadsInitAIArrays
  +0x16530  squadsFreePatrolRegions
  +0x165D8  _AutoExit00003
  +0x166AC  DoSquaddiesCollide
  +0x16750  squadsTidyEventList
  +0x167A0  ReallyAddInterestingEvent
  +0x168D8  squadsMakeTargetList
  +0x16990  squadsModuleTick
  +0x16C10  squadsSaveTribal
  +0x16CB4  AIJunctionControl
  +0x16D78  squadsLowMemoryPanic
  +0x16EEC  CopyStaticsToSquads
  +0x16F44  IsPointInRegion
  +0x175E8  DoesLineCrossRegion
  +0x17910  IsPointInRegionIdx
  +0x1794C  DoesLineCrossRegionIdx
  +0x179B0  squadsChangeLevel
  +0x179E0  _AutoInit00003

=== Section 0x004: Module 4 (4 symbols) ===
  +0x00000  cloneSetupShadow
  +0x001BC  cloneTasksQueueAndWait
  +0x002B8  cloneDelete
  +0x0036C  cloneShadowCreate

=== Section 0x005: Module 5 (12 symbols) ===
  +0x00000  starfieldActive
  +0x00010  starfieldFree
  +0x0004C  starfieldInit
  +0x00434  starfieldMove
  +0x0050C  starfieldDrawSP
  +0x00708  rainActive
  +0x00718  rainFree
  +0x0074C  rainInit
  +0x00A58  rainMove
  +0x00BF8  rainSetDraw
  +0x00C04  rainResetCamera
  +0x00C10  rainDraw

=== Section 0x006: Module 6 (22 symbols) ===
  +0x00000  instDrawHealth
  +0x00C74  instInitHealthMeter
  +0x00EFC  instFreeHealthMeter
  +0x00F30  instGetPos
  +0x0107C  instSpriteToScreenCoord
  +0x010D8  instScreenToSpriteCoord
  +0x01134  instInitMsgQueues
  +0x011C8  instGetBarY
  +0x011D4  instGetBarWidth
  +0x011E0  instQueueMsg
  +0x01284  instLockMsg
  +0x012B0  instUnlockMsg
  +0x012D4  instMsgQueueTick
  +0x015E0  frontSetInstrumentsHide
  +0x015EC  frontGetTime
  +0x017AC  frontGetHourTime
  +0x019A0  insthealthmeterpolys
  +0x01A60  insthealthmetervtxs
  +0x01A64  fourplayercoordinates
  +0x01A74  twoplayercoordinates
  +0x01A84  twoplayerwidecoordinates
  +0x01A94  playeroffsets

=== Section 0x007: Module 7 (11 symbols) ===
  +0x00000  hinttextFree
  +0x00148  hinttextStart
  +0x00D6C  hinttextStop
  +0x00D80  hinttextActive
  +0x00D90  hinttextActiveMagic
  +0x00DA0  hinttextStopMagic
  +0x00DE0  hinttextTriedToEnd
  +0x01CCC  hinttextUpdate
  +0x02704  hinttextLoadObject
  +0x02824  hinttextFreeObject
  +0x0284C  hinttextStartLevel

=== Section 0x008: Module 8 (5 symbols) ===
  +0x000C4  bloodSpurtFreeLib
  +0x001CC  bloodSpurtAdd
  +0x00334  bloodHitSpriteAdd
  +0x0040C  bloodSpurtUpdateAll
  +0x00AB4  bloodSpurtsDraw

=== Section 0x009: Module 9 (6 symbols) ===
  +0x00000  frontInitMap
  +0x003A8  frontCleanupMap
  +0x00408  frontMapInitWorldIcons
  +0x00478  frontMapDrawWorldIcon
  +0x0066C  frontMapCleanupWorldIcons
  +0x00690  frontMap

=== Section 0x00A: Module 10 (6 symbols) ===
  +0x00000  sparkSetGravity
  +0x0000C  sparkAdd
  +0x00208  sparkFree
  +0x002C0  sparkFreeAll
  +0x00318  sparkUpdate
  +0x00460  sparkDraw

=== Section 0x00B: Module 11 (8 symbols) ===
  +0x00000  splinecamSetup
  +0x00020  splinecamFree
  +0x0007C  splinecamSplineHead
  +0x000D4  splinecamMakeSpline
  +0x00454  splinecamGetNearestNode
  +0x00E74  splinecamMovementCheck
  +0x01510  splinecamPlayerPos
  +0x015FC  splinecamCameraPos

=== Section 0x00C: Module 12 (13 symbols) ===
  +0x00000  frontInitMenuFrame
  +0x00094  frontFreeMenuFrame
  +0x000E4  frontSetMenuFrame
  +0x00108  frontClearMenuFrame
  +0x0014C  frontSetMenuFrameFade
  +0x00158  frontMenuFrameSetEnable
  +0x00164  frontMenuFrameTick
  +0x00A64  frontMenuFrameDraw
  +0x01820  frontGetMenuFrameAlpha
  +0x01830  frontGetMenuFullyOpen
  +0x01870  frontMenuFrameTrackDrawingOn
  +0x018F4  menuFrameChangeLevel
  +0x01C24  pausetunevol

=== Section 0x00D: Module 13 (3 symbols) ===
  +0x00000  frontInitTarget
  +0x00008  frontPlayerTarget
  +0x004A8  frontDrawTarget

=== Section 0x00E: Module 14 (6 symbols) ===
  +0x00000  frontInitInstruments
  +0x00B30  frontSingleInstruments
  +0x019E4  instShowBearBar
  +0x02CC0  frontCleanupInstruments
  +0x037F4  frontShowRegionStats
  +0x03AD4  frontDisplayRegion

=== Section 0x00F: Module 15 (2 symbols) ===
  +0x00000  girlControl
  +0x01B98  girlCanFire

=== Section 0x010: Module 16 (2 symbols) ===
  +0x00000  boyControl
  +0x01A60  boyCanFire

=== Section 0x011: Module 17 (2 symbols) ===
  +0x00000  dogControl
  +0x01990  dogCanFire

=== Section 0x012: Module 18 (22 symbols) ===
  +0x000CC  tribalScreenInit
  +0x0015C  tribalScreenCleanup
  +0x00188  tribalScreen
  +0x00AEC  weaponScreenSetupDpad
  +0x00EF0  weaponScreenFreeDpad
  +0x01028  weaponScreenInit
  +0x01140  weaponScreenCleanup
  +0x0130C  weaponScreen
  +0x020C0  menuScreenInit
